timestamp,alert_name,severity,status,source,duration_minutes
2026-02-07 07:06:00,api-latency-threshold,high,resolved,datadog,6
2026-02-07 07:07:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-07 07:12:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,105
2026-02-07 07:28:00,memory-threshold-exceeded,high,firing,grafana,60
2026-02-07 07:31:00,disk-80-percent,medium,firing,prometheus,15
2026-02-07 07:36:00,cpu-threshold-nagios,critical,firing,nagios,83
2026-02-07 07:52:00,certificate-expiry-90days,low,firing,security,1
2026-02-07 07:59:00,memory-swap-high,medium,firing,prometheus,9
2026-02-07 08:18:00,memory-swap-high,medium,firing,prometheus,5
2026-02-07 08:24:00,log-rotation-complete,low,firing,system,4
2026-02-07 08:32:00,api-latency-threshold,high,firing,datadog,10
2026-02-07 08:39:00,backup-completed,low,firing,backup-system,3
2026-02-07 08:40:00,mem-utilization-high,high,firing,datadog,70
2026-02-07 08:58:00,high-cpu-datadog,critical,firing,datadog,79
2026-02-07 09:04:00,api-latency-threshold,high,firing,datadog,12
2026-02-07 09:09:00,memory-swap-high,medium,firing,prometheus,5
2026-02-07 09:41:00,disk-80-percent,medium,resolved,prometheus,9
2026-02-07 09:41:00,api-latency-threshold,high,firing,datadog,15
2026-02-07 09:43:00,info-deployment-success,low,firing,ci-cd,5
2026-02-07 09:50:00,disk-80-percent,medium,firing,prometheus,14
2026-02-07 09:51:00,info-deployment-success,low,firing,ci-cd,4
2026-02-07 09:58:00,payment-processing-failed,critical,firing,payment-gateway,22
2026-02-07 10:03:00,api-latency-threshold,high,resolved,datadog,6
2026-02-07 10:15:00,log-rotation-complete,low,firing,system,5
2026-02-07 10:28:00,api-latency-threshold,high,firing,datadog,14
2026-02-07 10:33:00,cpu-alert-grafana,critical,firing,grafana,21
2026-02-07 10:37:00,test-alert-dev,low,firing,test-system,4
2026-02-07 10:38:00,backup-completed,low,firing,backup-system,2
2026-02-07 10:52:00,disk-80-percent,medium,resolved,prometheus,5
2026-02-07 10:59:00,certificate-expiry-90days,low,firing,security,2
2026-02-07 11:10:00,disk-alert-prometheus,critical,firing,prometheus,40
2026-02-07 11:12:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-07 11:15:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-07 11:34:00,log-rotation-complete,low,firing,system,1
2026-02-07 11:43:00,cpu-high-prometheus,critical,firing,prometheus,107
2026-02-07 11:51:00,test-alert-dev,low,firing,test-system,5
2026-02-07 12:16:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-07 12:19:00,disk-space-critical,critical,firing,splunk,169
2026-02-07 12:58:00,api-latency-threshold,high,resolved,datadog,3
2026-02-07 13:22:00,cpu-threshold-nagios,critical,firing,nagios,70
2026-02-07 13:28:00,backup-completed,low,firing,backup-system,1
2026-02-07 14:04:00,disk-80-percent,medium,firing,prometheus,7
2026-02-07 14:23:00,disk-80-percent,medium,firing,prometheus,6
2026-02-07 14:27:00,disk-80-percent,medium,resolved,prometheus,9
2026-02-07 14:32:00,test-alert-dev,low,firing,test-system,1
2026-02-07 15:00:00,memory-swap-high,medium,resolved,prometheus,8
2026-02-07 15:06:00,service-down,critical,firing,healthcheck,39
2026-02-07 15:13:00,database-replication-lag,high,firing,database,86
2026-02-07 15:25:00,api-latency-threshold,high,firing,datadog,6
2026-02-07 15:33:00,cpu-alert-grafana,critical,firing,grafana,80
2026-02-07 16:26:00,disk-80-percent,medium,resolved,prometheus,7
2026-02-07 16:29:00,disk-space-critical,critical,firing,splunk,30
2026-02-07 17:27:00,high-memory-usage,high,firing,prometheus,47
2026-02-07 17:37:00,memory-alert-cloudwatch,high,firing,cloudwatch,23
2026-02-07 17:43:00,memory-threshold-exceeded,high,firing,grafana,49
2026-02-07 18:34:00,cpu-alert-grafana,critical,firing,grafana,99
2026-02-07 18:39:00,info-deployment-success,low,firing,ci-cd,4
2026-02-07 18:50:00,memory-swap-high,medium,resolved,prometheus,3
2026-02-07 19:24:00,filesystem-full,critical,firing,nagios,140
2026-02-07 19:30:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-07 20:22:00,disk-80-percent,medium,firing,prometheus,13
2026-02-07 20:36:00,test-alert-dev,low,firing,test-system,3
2026-02-07 20:44:00,disk-80-percent,medium,resolved,prometheus,2
2026-02-07 20:51:00,certificate-expiry-90days,low,firing,security,3
2026-02-07 20:56:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,100
2026-02-07 21:01:00,cpu-threshold-nagios,critical,firing,nagios,43
2026-02-07 21:05:00,health-check-success,low,firing,monitoring,5
2026-02-07 21:18:00,api-latency-threshold,high,firing,datadog,11
2026-02-07 21:41:00,health-check-success,low,firing,monitoring,2
2026-02-07 21:49:00,high-memory-usage,high,firing,prometheus,40
2026-02-07 21:52:00,memory-swap-high,medium,firing,prometheus,15
2026-02-07 22:00:00,memory-swap-high,medium,firing,prometheus,13
2026-02-07 22:04:00,memory-alert-cloudwatch,high,firing,cloudwatch,58
2026-02-07 22:05:00,high-cpu-datadog,critical,firing,datadog,85
2026-02-07 22:06:00,cpu-high-prometheus,critical,firing,prometheus,76
2026-02-07 22:20:00,api-latency-threshold,high,firing,datadog,14
2026-02-07 22:29:00,high-cpu-datadog,critical,firing,datadog,102
2026-02-07 22:53:00,cpu-high-prometheus,critical,firing,prometheus,78
2026-02-07 23:01:00,disk-80-percent,medium,firing,prometheus,11
2026-02-07 23:05:00,mem-utilization-high,high,firing,datadog,20
2026-02-07 23:11:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,26
2026-02-07 23:31:00,health-check-success,low,firing,monitoring,2
2026-02-07 23:49:00,memory-swap-high,medium,firing,prometheus,13
2026-02-08 00:07:00,api-latency-threshold,high,firing,datadog,7
2026-02-08 00:09:00,cpu-threshold-nagios,critical,firing,nagios,33
2026-02-08 00:15:00,memory-swap-high,medium,resolved,prometheus,10
2026-02-08 00:17:00,api-latency-threshold,high,firing,datadog,10
2026-02-08 00:31:00,api-latency-threshold,high,firing,datadog,14
2026-02-08 01:06:00,api-latency-threshold,high,firing,datadog,7
2026-02-08 02:12:00,memory-threshold-exceeded,high,firing,grafana,23
2026-02-08 02:13:00,certificate-expiry-90days,low,firing,security,2
2026-02-08 03:00:00,log-rotation-complete,low,firing,system,2
2026-02-08 03:32:00,test-alert-dev,low,firing,test-system,2
2026-02-08 03:38:00,test-alert-dev,low,firing,test-system,5
2026-02-08 03:51:00,disk-80-percent,medium,resolved,prometheus,9
2026-02-08 03:55:00,api-latency-threshold,high,resolved,datadog,10
2026-02-08 04:02:00,certificate-expiry-90days,low,firing,security,2
2026-02-08 04:02:00,test-alert-dev,low,firing,test-system,2
2026-02-08 04:03:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-08 04:10:00,api-latency-threshold,high,firing,datadog,13
2026-02-08 04:12:00,memory-swap-high,medium,resolved,prometheus,10
2026-02-08 04:28:00,cpu-alert-grafana,critical,firing,grafana,31
2026-02-08 04:33:00,certificate-expiry-90days,low,firing,security,5
2026-02-08 04:52:00,memory-swap-high,medium,resolved,prometheus,9
2026-02-08 05:08:00,backup-completed,low,firing,backup-system,3
2026-02-08 05:40:00,info-deployment-success,low,firing,ci-cd,1
2026-02-08 05:40:00,backup-completed,low,firing,backup-system,5
2026-02-08 05:59:00,memory-alert-cloudwatch,high,firing,cloudwatch,24
2026-02-08 06:33:00,high-cpu-datadog,critical,firing,datadog,70
2026-02-08 06:44:00,api-latency-threshold,high,resolved,datadog,8
2026-02-08 06:44:00,info-deployment-success,low,firing,ci-cd,4
2026-02-08 06:47:00,info-deployment-success,low,firing,ci-cd,4
2026-02-08 07:31:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-08 07:33:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-08 07:39:00,cpu-high-prometheus,critical,firing,prometheus,82
2026-02-08 07:53:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-08 07:53:00,api-latency-threshold,high,firing,datadog,8
2026-02-08 08:04:00,disk-80-percent,medium,resolved,prometheus,6
2026-02-08 08:22:00,health-check-success,low,firing,monitoring,5
2026-02-08 08:24:00,disk-alert-prometheus,critical,firing,prometheus,60
2026-02-08 08:28:00,disk-80-percent,medium,firing,prometheus,15
2026-02-08 08:32:00,cpu-alert-grafana,critical,firing,grafana,45
2026-02-08 08:51:00,api-latency-threshold,high,resolved,datadog,7
2026-02-08 08:57:00,log-rotation-complete,low,firing,system,3
2026-02-08 09:01:00,test-alert-dev,low,firing,test-system,4
2026-02-08 09:04:00,memory-alert-cloudwatch,high,firing,cloudwatch,82
2026-02-08 09:07:00,filesystem-full,critical,firing,nagios,58
2026-02-08 09:07:00,log-rotation-complete,low,firing,system,4
2026-02-08 09:12:00,disk-80-percent,medium,resolved,prometheus,2
2026-02-08 09:46:00,disk-80-percent,medium,resolved,prometheus,5
2026-02-08 09:54:00,api-latency-threshold,high,firing,datadog,11
2026-02-08 09:56:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-08 10:06:00,disk-space-critical,critical,firing,splunk,73
2026-02-08 10:07:00,disk-80-percent,medium,resolved,prometheus,1
2026-02-08 10:12:00,mem-utilization-high,high,firing,datadog,48
2026-02-08 10:33:00,disk-80-percent,medium,firing,prometheus,5
2026-02-08 10:41:00,disk-80-percent,medium,resolved,prometheus,2
2026-02-08 10:47:00,log-rotation-complete,low,firing,system,2
2026-02-08 10:55:00,cpu-threshold-nagios,critical,firing,nagios,86
2026-02-08 10:57:00,disk-80-percent,medium,firing,prometheus,10
2026-02-08 11:11:00,backup-completed,low,firing,backup-system,3
2026-02-08 11:18:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-08 11:39:00,api-latency-threshold,high,firing,datadog,11
2026-02-08 11:41:00,memory-swap-high,medium,firing,prometheus,14
2026-02-08 12:33:00,log-rotation-complete,low,firing,system,5
2026-02-08 12:41:00,high-cpu-datadog,critical,firing,datadog,90
2026-02-08 12:55:00,mem-utilization-high,high,firing,datadog,73
2026-02-08 12:59:00,database-replication-lag,high,firing,database,73
2026-02-08 13:09:00,cpu-high-prometheus,critical,firing,prometheus,45
2026-02-08 13:14:00,memory-swap-high,medium,firing,prometheus,13
2026-02-08 13:18:00,memory-alert-cloudwatch,high,firing,cloudwatch,44
2026-02-08 13:31:00,mem-utilization-high,high,firing,datadog,88
2026-02-08 13:34:00,api-latency-threshold,high,resolved,datadog,8
2026-02-08 13:47:00,memory-threshold-exceeded,high,firing,grafana,46
2026-02-08 14:10:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,56
2026-02-08 14:17:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-08 14:41:00,health-check-success,low,firing,monitoring,1
2026-02-08 14:48:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-08 15:32:00,disk-80-percent,medium,firing,prometheus,13
2026-02-08 15:33:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,71
2026-02-08 15:35:00,cpu-high-prometheus,critical,firing,prometheus,72
2026-02-08 15:37:00,disk-space-critical,critical,firing,splunk,175
2026-02-08 15:37:00,info-deployment-success,low,firing,ci-cd,2
2026-02-08 16:22:00,memory-swap-high,medium,firing,prometheus,7
2026-02-08 16:31:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-08 16:39:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,115
2026-02-08 16:39:00,certificate-expiry-90days,low,firing,security,3
2026-02-08 16:42:00,high-cpu-datadog,critical,firing,datadog,96
2026-02-08 17:15:00,cpu-alert-grafana,critical,firing,grafana,87
2026-02-08 17:46:00,service-down,critical,firing,healthcheck,53
2026-02-08 17:53:00,high-memory-usage,high,firing,prometheus,57
2026-02-08 18:00:00,info-deployment-success,low,firing,ci-cd,1
2026-02-08 18:04:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-08 18:07:00,test-alert-dev,low,firing,test-system,1
2026-02-08 18:09:00,filesystem-full,critical,firing,nagios,35
2026-02-08 18:10:00,api-latency-threshold,high,resolved,datadog,10
2026-02-08 18:29:00,cpu-alert-grafana,critical,firing,grafana,60
2026-02-08 19:18:00,disk-alert-prometheus,critical,firing,prometheus,123
2026-02-08 19:34:00,cpu-threshold-nagios,critical,firing,nagios,42
2026-02-08 19:35:00,memory-threshold-exceeded,high,firing,grafana,80
2026-02-08 19:45:00,disk-utilization-high,critical,firing,cloudwatch,158
2026-02-08 19:59:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-08 20:42:00,certificate-expiry-90days,low,firing,security,5
2026-02-08 20:52:00,cpu-high-prometheus,critical,firing,prometheus,119
2026-02-08 20:56:00,health-check-success,low,firing,monitoring,1
2026-02-08 21:12:00,payment-processing-failed,critical,firing,payment-gateway,117
2026-02-08 21:43:00,memory-swap-high,medium,firing,prometheus,12
2026-02-08 21:59:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,85
2026-02-08 22:01:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-08 22:05:00,backup-completed,low,firing,backup-system,5
2026-02-08 22:19:00,memory-swap-high,medium,firing,prometheus,11
2026-02-08 22:21:00,high-memory-usage,high,firing,prometheus,52
2026-02-08 22:46:00,disk-utilization-high,critical,firing,cloudwatch,90
2026-02-08 22:46:00,api-latency-threshold,high,resolved,datadog,6
2026-02-08 22:54:00,high-memory-usage,high,firing,prometheus,42
2026-02-08 22:56:00,health-check-success,low,firing,monitoring,3
2026-02-08 22:58:00,high-cpu-datadog,critical,firing,datadog,47
2026-02-08 23:04:00,api-latency-threshold,high,resolved,datadog,1
2026-02-08 23:07:00,backup-completed,low,firing,backup-system,2
2026-02-08 23:09:00,cpu-threshold-nagios,critical,firing,nagios,93
2026-02-08 23:25:00,health-check-success,low,firing,monitoring,1
2026-02-09 00:52:00,disk-80-percent,medium,firing,prometheus,5
2026-02-09 00:54:00,log-rotation-complete,low,firing,system,1
2026-02-09 01:14:00,memory-swap-high,medium,firing,prometheus,6
2026-02-09 01:41:00,filesystem-full,critical,firing,nagios,81
2026-02-09 02:15:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-09 02:46:00,memory-threshold-exceeded,high,firing,grafana,33
2026-02-09 03:06:00,high-memory-usage,high,firing,prometheus,43
2026-02-09 04:05:00,disk-80-percent,medium,firing,prometheus,8
2026-02-09 04:19:00,api-latency-threshold,high,firing,datadog,12
2026-02-09 04:45:00,log-rotation-complete,low,firing,system,3
2026-02-09 05:20:00,memory-swap-high,medium,firing,prometheus,13
2026-02-09 05:24:00,health-check-success,low,firing,monitoring,4
2026-02-09 05:27:00,info-deployment-success,low,firing,ci-cd,5
2026-02-09 05:43:00,disk-80-percent,medium,resolved,prometheus,5
2026-02-09 06:21:00,service-down,critical,firing,healthcheck,56
2026-02-09 06:25:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,22
2026-02-09 06:25:00,disk-utilization-high,critical,firing,cloudwatch,42
2026-02-09 06:33:00,disk-80-percent,medium,firing,prometheus,13
2026-02-09 06:44:00,cpu-alert-grafana,critical,firing,grafana,84
2026-02-09 06:59:00,memory-threshold-exceeded,high,firing,grafana,33
2026-02-09 07:01:00,certificate-expiry-90days,low,firing,security,4
2026-02-09 07:17:00,memory-swap-high,medium,firing,prometheus,11
2026-02-09 07:44:00,log-rotation-complete,low,firing,system,2
2026-02-09 08:06:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,84
2026-02-09 08:14:00,high-cpu-datadog,critical,firing,datadog,65
2026-02-09 09:15:00,disk-80-percent,medium,firing,prometheus,15
2026-02-09 09:19:00,test-alert-dev,low,firing,test-system,5
2026-02-09 09:23:00,api-latency-threshold,high,firing,datadog,14
2026-02-09 09:30:00,cpu-high-prometheus,critical,firing,prometheus,49
2026-02-09 09:36:00,cpu-alert-grafana,critical,firing,grafana,32
2026-02-09 09:43:00,health-check-success,low,firing,monitoring,2
2026-02-09 09:56:00,certificate-expiry-90days,low,firing,security,3
2026-02-09 10:03:00,cpu-threshold-nagios,critical,firing,nagios,86
2026-02-09 10:03:00,api-latency-threshold,high,firing,datadog,15
2026-02-09 10:19:00,health-check-success,low,firing,monitoring,2
2026-02-09 10:24:00,disk-utilization-high,critical,firing,cloudwatch,116
2026-02-09 10:41:00,memory-swap-high,medium,resolved,prometheus,5
2026-02-09 10:51:00,api-latency-threshold,high,resolved,datadog,2
2026-02-09 10:59:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-09 11:13:00,cpu-threshold-nagios,critical,firing,nagios,108
2026-02-09 11:13:00,memory-swap-high,medium,firing,prometheus,14
2026-02-09 11:23:00,info-deployment-success,low,firing,ci-cd,1
2026-02-09 11:25:00,health-check-success,low,firing,monitoring,3
2026-02-09 11:30:00,info-deployment-success,low,firing,ci-cd,3
2026-02-09 12:04:00,disk-80-percent,medium,firing,prometheus,11
2026-02-09 12:54:00,disk-space-critical,critical,firing,splunk,156
2026-02-09 12:57:00,high-cpu-datadog,critical,firing,datadog,16
2026-02-09 13:53:00,test-alert-dev,low,firing,test-system,5
2026-02-09 14:15:00,cpu-high-prometheus,critical,firing,prometheus,92
2026-02-09 14:17:00,test-alert-dev,low,firing,test-system,1
2026-02-09 14:28:00,disk-80-percent,medium,firing,prometheus,14
2026-02-09 14:35:00,api-latency-threshold,high,firing,datadog,12
2026-02-09 14:41:00,cpu-high-prometheus,critical,firing,prometheus,87
2026-02-09 14:44:00,memory-swap-high,medium,resolved,prometheus,8
2026-02-09 14:52:00,high-cpu-datadog,critical,firing,datadog,65
2026-02-09 14:56:00,mem-utilization-high,high,firing,datadog,75
2026-02-09 15:01:00,disk-80-percent,medium,firing,prometheus,5
2026-02-09 15:16:00,log-rotation-complete,low,firing,system,1
2026-02-09 15:29:00,backup-completed,low,firing,backup-system,4
2026-02-09 15:31:00,mem-utilization-high,high,firing,datadog,62
2026-02-09 15:35:00,memory-swap-high,medium,resolved,prometheus,9
2026-02-09 15:36:00,info-deployment-success,low,firing,ci-cd,3
2026-02-09 15:41:00,filesystem-full,critical,firing,nagios,120
2026-02-09 15:43:00,memory-swap-high,medium,resolved,prometheus,5
2026-02-09 15:46:00,test-alert-dev,low,firing,test-system,5
2026-02-09 15:52:00,mem-utilization-high,high,firing,datadog,57
2026-02-09 15:52:00,api-latency-threshold,high,firing,datadog,12
2026-02-09 15:59:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-09 16:11:00,cpu-alert-grafana,critical,firing,grafana,21
2026-02-09 16:20:00,memory-alert-cloudwatch,high,firing,cloudwatch,32
2026-02-09 16:20:00,api-latency-threshold,high,resolved,datadog,7
2026-02-09 16:37:00,api-latency-threshold,high,firing,datadog,7
2026-02-09 16:49:00,cpu-high-prometheus,critical,firing,prometheus,19
2026-02-09 17:03:00,backup-completed,low,firing,backup-system,1
2026-02-09 17:10:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-09 17:10:00,log-rotation-complete,low,firing,system,1
2026-02-09 17:21:00,test-alert-dev,low,firing,test-system,3
2026-02-09 17:28:00,high-cpu-datadog,critical,firing,datadog,110
2026-02-09 17:50:00,backup-completed,low,firing,backup-system,3
2026-02-09 18:06:00,disk-80-percent,medium,firing,prometheus,8
2026-02-09 18:11:00,disk-80-percent,medium,firing,prometheus,8
2026-02-09 18:18:00,cpu-threshold-nagios,critical,firing,nagios,81
2026-02-09 18:20:00,cpu-alert-grafana,critical,firing,grafana,92
2026-02-09 18:46:00,certificate-expiry-90days,low,firing,security,3
2026-02-09 18:52:00,disk-alert-prometheus,critical,firing,prometheus,117
2026-02-09 19:05:00,api-latency-threshold,high,resolved,datadog,6
2026-02-09 19:09:00,certificate-expiry-90days,low,firing,security,3
2026-02-09 19:21:00,health-check-success,low,firing,monitoring,2
2026-02-09 19:28:00,disk-alert-prometheus,critical,firing,prometheus,97
2026-02-09 19:35:00,memory-alert-cloudwatch,high,firing,cloudwatch,60
2026-02-09 19:39:00,api-latency-threshold,high,firing,datadog,5
2026-02-09 19:55:00,api-latency-threshold,high,resolved,datadog,10
2026-02-09 19:57:00,api-latency-threshold,high,resolved,datadog,10
2026-02-09 19:58:00,disk-80-percent,medium,resolved,prometheus,9
2026-02-09 19:59:00,api-latency-threshold,high,resolved,datadog,3
2026-02-09 20:04:00,certificate-expiry-90days,low,firing,security,5
2026-02-09 20:07:00,disk-80-percent,medium,firing,prometheus,5
2026-02-09 20:21:00,memory-threshold-exceeded,high,firing,grafana,69
2026-02-09 20:30:00,api-latency-threshold,high,resolved,datadog,6
2026-02-09 20:35:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-09 20:37:00,memory-swap-high,medium,firing,prometheus,7
2026-02-09 20:54:00,high-memory-usage,high,firing,prometheus,63
2026-02-09 21:03:00,disk-space-critical,critical,firing,splunk,175
2026-02-09 21:20:00,api-latency-threshold,high,resolved,datadog,6
2026-02-09 21:27:00,info-deployment-success,low,firing,ci-cd,5
2026-02-09 21:34:00,backup-completed,low,firing,backup-system,3
2026-02-09 22:04:00,backup-completed,low,firing,backup-system,5
2026-02-09 22:05:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,69
2026-02-09 22:11:00,cpu-threshold-nagios,critical,firing,nagios,18
2026-02-09 22:11:00,memory-swap-high,medium,firing,prometheus,13
2026-02-09 22:21:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,42
2026-02-09 22:28:00,high-memory-usage,high,firing,prometheus,86
2026-02-09 22:34:00,payment-processing-failed,critical,firing,payment-gateway,23
2026-02-09 23:12:00,memory-alert-cloudwatch,high,firing,cloudwatch,24
2026-02-09 23:20:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-09 23:34:00,disk-80-percent,medium,firing,prometheus,11
2026-02-09 23:59:00,disk-80-percent,medium,firing,prometheus,9
2026-02-10 00:27:00,filesystem-full,critical,firing,nagios,73
2026-02-10 00:35:00,disk-utilization-high,critical,firing,cloudwatch,164
2026-02-10 00:39:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-10 00:44:00,memory-alert-cloudwatch,high,firing,cloudwatch,79
2026-02-10 00:51:00,info-deployment-success,low,firing,ci-cd,1
2026-02-10 01:19:00,high-cpu-datadog,critical,firing,datadog,33
2026-02-10 01:20:00,disk-80-percent,medium,firing,prometheus,6
2026-02-10 01:46:00,memory-threshold-exceeded,high,firing,grafana,40
2026-02-10 01:46:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-10 01:46:00,test-alert-dev,low,firing,test-system,1
2026-02-10 02:14:00,high-cpu-datadog,critical,firing,datadog,92
2026-02-10 02:14:00,api-latency-threshold,high,resolved,datadog,5
2026-02-10 02:25:00,memory-swap-high,medium,firing,prometheus,14
2026-02-10 02:28:00,disk-80-percent,medium,firing,prometheus,5
2026-02-10 02:38:00,test-alert-dev,low,firing,test-system,1
2026-02-10 02:43:00,api-latency-threshold,high,resolved,datadog,3
2026-02-10 02:53:00,memory-swap-high,medium,resolved,prometheus,3
2026-02-10 02:55:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,58
2026-02-10 03:15:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-10 03:44:00,memory-swap-high,medium,resolved,prometheus,5
2026-02-10 03:45:00,memory-threshold-exceeded,high,firing,grafana,31
2026-02-10 04:17:00,high-memory-usage,high,firing,prometheus,22
2026-02-10 04:55:00,health-check-success,low,firing,monitoring,4
2026-02-10 05:15:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,17
2026-02-10 05:35:00,disk-80-percent,medium,resolved,prometheus,7
2026-02-10 06:04:00,api-latency-threshold,high,resolved,datadog,5
2026-02-10 06:05:00,backup-completed,low,firing,backup-system,5
2026-02-10 06:34:00,test-alert-dev,low,firing,test-system,4
2026-02-10 06:42:00,cpu-threshold-nagios,critical,firing,nagios,63
2026-02-10 06:44:00,cpu-high-prometheus,critical,firing,prometheus,114
2026-02-10 06:49:00,mem-utilization-high,high,firing,datadog,65
2026-02-10 06:56:00,cpu-alert-grafana,critical,firing,grafana,25
2026-02-10 06:57:00,info-deployment-success,low,firing,ci-cd,2
2026-02-10 06:59:00,cpu-threshold-nagios,critical,firing,nagios,59
2026-02-10 07:00:00,disk-alert-prometheus,critical,firing,prometheus,96
2026-02-10 07:33:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-10 07:55:00,service-down,critical,firing,healthcheck,38
2026-02-10 08:05:00,log-rotation-complete,low,firing,system,5
2026-02-10 08:06:00,disk-80-percent,medium,resolved,prometheus,7
2026-02-10 08:07:00,health-check-success,low,firing,monitoring,4
2026-02-10 08:13:00,disk-space-critical,critical,firing,splunk,164
2026-02-10 08:38:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,18
2026-02-10 09:01:00,cpu-alert-grafana,critical,firing,grafana,43
2026-02-10 09:06:00,memory-swap-high,medium,firing,prometheus,14
2026-02-10 09:09:00,certificate-expiry-90days,low,firing,security,5
2026-02-10 09:13:00,log-rotation-complete,low,firing,system,5
2026-02-10 09:39:00,memory-alert-cloudwatch,high,firing,cloudwatch,87
2026-02-10 09:42:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-10 10:00:00,memory-swap-high,medium,resolved,prometheus,5
2026-02-10 10:25:00,cpu-high-prometheus,critical,firing,prometheus,73
2026-02-10 10:52:00,certificate-expiry-90days,low,firing,security,3
2026-02-10 10:53:00,certificate-expiry-90days,low,firing,security,3
2026-02-10 11:00:00,disk-80-percent,medium,resolved,prometheus,3
2026-02-10 11:18:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-10 11:18:00,api-latency-threshold,high,firing,datadog,6
2026-02-10 11:21:00,memory-swap-high,medium,resolved,prometheus,8
2026-02-10 11:25:00,cpu-high-prometheus,critical,firing,prometheus,105
2026-02-10 11:47:00,log-rotation-complete,low,firing,system,2
2026-02-10 11:50:00,api-latency-threshold,high,firing,datadog,15
2026-02-10 12:22:00,memory-threshold-exceeded,high,firing,grafana,79
2026-02-10 12:26:00,memory-swap-high,medium,firing,prometheus,8
2026-02-10 12:32:00,api-latency-threshold,high,resolved,datadog,9
2026-02-10 12:59:00,info-deployment-success,low,firing,ci-cd,5
2026-02-10 13:01:00,disk-80-percent,medium,firing,prometheus,8
2026-02-10 13:03:00,api-latency-threshold,high,firing,datadog,9
2026-02-10 13:09:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-10 13:21:00,cpu-threshold-nagios,critical,firing,nagios,61
2026-02-10 13:25:00,health-check-success,low,firing,monitoring,5
2026-02-10 13:29:00,filesystem-full,critical,firing,nagios,37
2026-02-10 13:34:00,info-deployment-success,low,firing,ci-cd,3
2026-02-10 13:48:00,disk-80-percent,medium,resolved,prometheus,10
2026-02-10 14:09:00,backup-completed,low,firing,backup-system,3
2026-02-10 14:15:00,cpu-alert-grafana,critical,firing,grafana,51
2026-02-10 14:38:00,api-latency-threshold,high,resolved,datadog,3
2026-02-10 15:05:00,api-latency-threshold,high,resolved,datadog,3
2026-02-10 15:15:00,high-cpu-datadog,critical,firing,datadog,66
2026-02-10 15:52:00,api-latency-threshold,high,resolved,datadog,5
2026-02-10 16:06:00,backup-completed,low,firing,backup-system,4
2026-02-10 16:26:00,memory-alert-cloudwatch,high,firing,cloudwatch,26
2026-02-10 16:29:00,cpu-threshold-nagios,critical,firing,nagios,111
2026-02-10 16:29:00,disk-80-percent,medium,resolved,prometheus,5
2026-02-10 16:33:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,106
2026-02-10 16:34:00,memory-swap-high,medium,firing,prometheus,8
2026-02-10 16:36:00,mem-utilization-high,high,firing,datadog,90
2026-02-10 16:36:00,api-latency-threshold,high,firing,datadog,10
2026-02-10 16:55:00,log-rotation-complete,low,firing,system,1
2026-02-10 16:56:00,high-memory-usage,high,firing,prometheus,69
2026-02-10 17:07:00,info-deployment-success,low,firing,ci-cd,2
